Central,#DF2E30,Notting Hill Gate,Queensway,Lancaster Gate,Marble Arch,Bond Street,Oxford Circus,Tottenham Court Road,Holborn,Chancery Lane,St. Paul's,Bank,Liverpool Street
Victoria,#0093C1,Vauxhall,Pimlico,Victoria,Green Park,Oxford Circus,Warren Street,Euston,King's Cross St. Pancras,Highbury & Islington,Finsbury Park,Seven Sisters,Tottenham Hale,Blackhorse Road,Walthamstow Central
Piccadilly,#213A78,South Kensington,Knightsbridge,Hyde Park Corner,Green Park,Piccadilly Circus,Leicester Square,Covent Garden,Holborn,Russell Square,King's Cross St. Pancras,Caledonian Road,Holloway Road,Arsenal,Finsbury Park,Manor House,Turnpike Lane,Wood Green,Bounds Green
Northern,#1A1919,Oval,Kennington,Waterloo,Embankment,Charing Cross,Leicester Square,Tottenham Court Road,Goodge Street,Warren Street,Euston,Mornington Crescent,Camden Town,Kentish Town
